"genes"	"HGNC.symbol"
"16583"	"Tceal5"	"TCEAL6"
"16584"	"Atxn7"	"ATXN7"
"16585"	"Ano7"	"ANO7"
"16586"	"Ndufv2"	"NDUFV2"
"16587"	"Zcchc12"	"ZCCHC12"
"16588"	"Vamp5"	"VAMP5"
"16589"	"Hikeshi"	"HIKESHI"
"16590"	"Cradd"	"CRADD"
"16591"	"Lalba"	"LALBA"
"16592"	"Fancc"	"FANCC"
"16593"	"Slc24a2"	"SLC24A2"
"16594"	"Magi1"	"MAGI1"
"16595"	"Pign"	"PIGN"
"16596"	"Gm4027"	"EIF1AX"
"16597"	"Rab7b"	"RAB7B"
"16598"	"Ttc37"	"TTC37"
"16599"	"Defb30"	"DEFB135"
"16600"	"Gpr22"	"GPR22"
"16601"	"Mis18a"	"MIS18A"
"16602"	"Wdfy3"	"WDFY3"
"16603"	"Fam120c"	"FAM120C"
"16604"	"Atp5h"	"ATP5PD"
"16605"	"Mkrn2"	"MKRN2"
"16606"	"Zfx"	"ZFY"
"16607"	"Gtpbp8"	"GTPBP8"
"16608"	"Snx12"	"SNX12"
"16609"	"Rab3ip"	"RAB3IP"
"16610"	"Mthfd2"	"MTHFD2"
"16611"	"Rbbp8"	"RBBP8"
"16612"	"Rgs1"	"RGS1"
"16613"	"Runx1t1"	"RUNX1T1"
"16614"	"Kctd10"	"KCTD10"
"16615"	"Blvra"	"BLVRA"
"16616"	"Krt24"	"KRT24"
"16617"	"Dnajc13"	"DNAJC13"
"16618"	"B3galnt1"	"B3GALNT1"
"16619"	"Tdpoz4"	"SPOP"
"16620"	"Orai3"	"ORAI3"
"16621"	"Rprml"	"RPRML"
"16622"	"Atp13a3"	"ATP13A3"
"16623"	"Arl1"	"ARL1"
"16624"	"Tanc2"	"TANC2"
"16625"	"Snora41"	"SNORA41B"
"16626"	"Snora41"	"SNORA41"
"16627"	"Mtf2"	"MTF2"
"16628"	"Fam83h"	"FAM83H"
"16629"	"Cep19"	"CEP19"
"16630"	"Fgd1"	"FGD1"
"16631"	"Ska1"	"SKA1"
"16632"	"Slc25a26"	"SLC25A26"
"16633"	"Gpatch1"	"GPATCH1"
"16634"	"Sept3"	"SEPTIN3"
"16635"	"Dzip1l"	"DZIP1L"
"16636"	"Actg1"	"ACTG1"
"16637"	"Psmd7"	"PSMD7"
"16638"	"Chst13"	"CHST13"
"16639"	"Ccdc62"	"CCDC62"
"16640"	"Jmjd4"	"JMJD4"
"16641"	"Ccdc81"	"CCDC81"
"16642"	"Cebpa"	"CEBPA"
"16643"	"Nudt16"	"NUDT16"
"16644"	"Zfp449"	"ZNF449"
"16645"	"Cd55"	"CD55"
"16646"	"Senp7"	"SENP7"
"16647"	"Rfc5"	"RFC5"
"16648"	"Zfp324"	"ZNF324B"
"16649"	"Zfp324"	"ZNF324"
"16650"	"Tnfrsf23"	"TNFRSF10B"
"16651"	"Tnfrsf23"	"TNFRSF10C"
"16652"	"Tnfrsf23"	"TNFRSF10D"
"16653"	"Krtap16-1"	"KRTAP16-1"
"16654"	"Col8a1"	"COL8A1"
"16655"	"Aarsd1"	"AARSD1"
"16656"	"Aarsd1"	"PTGES3L-AARSD1"
"16657"	"Rab35"	"RAB35"
"16658"	"Chd9"	"CHD9"
"16659"	"Upp2"	"UPP2"
"16660"	"Hsd17b10"	"HSD17B10"
"16661"	"Zfp598"	"ZNF598"
"16662"	"Ccl20"	"CCL20"
"16663"	"E130311K13Rik"	"C3orf33"
"16664"	"Cpne2"	"CPNE2"
"16665"	"Reg3a"	"REG1B"
"16666"	"Pdp1"	"PDP1"
"16667"	"Pcp4l1"	"PCP4L1"
"16668"	"Kif22"	"KIF22"
"16669"	"Alkbh2"	"ALKBH2"
"16670"	"Trp53rkb"	"TP53RK"
"16671"	"Ube2cbp"	"UBE3D"
"16672"	"Nxph2"	"NXPH2"
"16673"	"Spata17"	"SPATA17"
"16674"	"Lamp1"	"LAMP1"
"16675"	"Mrps18c"	"MRPS18C"
"16676"	"Arih2"	"ARIH2"
"16677"	"Smc4"	"SMC4"
"16678"	"Ubn1"	"UBN1"
"16679"	"Treml2"	"TREML2"
"16680"	"Ptgdr"	"PTGDR"
"16681"	"Ube2n"	"UBE2N"
"16682"	"Ube2n"	"UBE2NL"
"16683"	"Sox9"	"SOX9"
"16684"	"Rdh7"	"RDH16"
"16685"	"Chdh"	"CHDH"
"16686"	"5730480H06Rik"	"PACRGL"
"16687"	"Myf5"	"MYF5"
"16688"	"P2rx7"	"P2RX7"
"16689"	"Tm2d1"	"TM2D1"
"16690"	"Cyp2d40"	"CYP2D6"
"16691"	"Dtymk"	"DTYMK"
"16692"	"Reg3d"	"REG1B"
"16693"	"Trpc5os"	"TRPC5OS"
"16694"	"Rhobtb2"	"RHOBTB2"
"16695"	"Il20rb"	"IL20RB"
"16696"	"Colec10"	"COLEC10"
"16697"	"9930012K11Rik"	"C8orf58"
"16698"	"Ube3b"	"UBE3B"
"16699"	"Rbsn"	"RBSN"
"16700"	"Kcnj10"	"KCNJ10"
"16701"	"Slc7a6os"	"SLC7A6OS"
"16702"	"Faiml"	"FAIM"
"16703"	"Prss35"	"PRSS35"
"16704"	"Terf2ip"	"TERF2IP"
"16705"	"Ankrd12"	"ANKRD12"
"16706"	"Sepsecs"	"SEPSECS"
"16707"	"Xrn1"	"XRN1"
"16708"	"Zfp595"	"ZNF85"
"16709"	"Zfp595"	"ZNF678"
"16710"	"Hid1"	"HID1"
"16711"	"Psph"	"PSPH"
"16712"	"Bach1"	"BACH1"
"16713"	"Ccdc8"	"CCDC8"
"16714"	"Awat1"	"AWAT1"
"16715"	"2310033P09Rik"	"C1orf35"
"16716"	"Nt5c"	"NT5C"
"16717"	"Fam160b1"	"FAM160B1"
"16718"	"Ccdc160"	"CCDC160"
"16719"	"Eya2"	"EYA2"
"16720"	"Tgm1"	"TGM1"
"16721"	"Cytip"	"CYTIP"
"16722"	"Faim"	"FAIM"
"16723"	"Snx19"	"SNX19"
"16724"	"Hbs1l"	"HBS1L"
"16725"	"Nemp1"	"NEMP1"
"16726"	"Pip5k1b"	"PIP5K1B"
"16727"	"Stum"	"STUM"
"16728"	"Ckap5"	"CKAP5"
"16729"	"Lman2"	"LMAN2"
"16730"	"Faah"	"FAAH"
"16731"	"Krtap10-4"	"KRTAP4-5"
"16732"	"Krtap10-4"	"KRTAP9-1"
"16733"	"Rdh9"	"RDH16"
"16734"	"Selenon"	"SELENON"
"16735"	"Tmtc3"	"TMTC3"
"16736"	"Tmem255a"	"TMEM255A"
"16737"	"Gpc1"	"GPC1"
"16738"	"P4ha3"	"P4HA3"
"16739"	"Tmem218"	"TMEM218"
"16740"	"Tmem164"	"TMEM164"
"16741"	"Prrc2b"	"PRRC2B"
"16742"	"Mpzl3"	"MPZL3"
"16743"	"Klrd1"	"KLRD1"
"16744"	"Gfer"	"GFER"
"16745"	"2310009A05Rik"	"PIGBOS1"
"16746"	"Zfp281"	"ZNF281"
"16747"	"Oprm1"	"OPRM1"
"16748"	"Tiam1"	"TIAM1"
"16749"	"Heatr3"	"HEATR3"
"16750"	"Tuba1b"	"TUBA1B"
"16751"	"Sptssb"	"SPTSSB"
"16752"	"Krtap10-10"	"KRTAP4-5"
"16753"	"Krtap10-10"	"KRTAP9-1"
"16754"	"Usp10"	"USP10"
"16755"	"Bcas2"	"BCAS2"
"16756"	"Traf3ip1"	"TRAF3IP1"
"16757"	"Ier2"	"IER2"
"16758"	"Asna1"	"GET3"
"16759"	"Tm4sf19"	"TM4SF19"
"16760"	"Tm4sf19"	"TM4SF19-TCTEX1D2"
"16761"	"Pkd1l2"	"PKD1L2"
"16762"	"Galr1"	"GALR1"
"16763"	"Bcat1"	"BCAT1"
"16764"	"Kdm5c"	"KDM5C"
"16765"	"Pgr"	"PGR"
"16766"	"Hba-a1"	"HBA2"
"16767"	"Hba-a1"	"HBA1"
"16768"	"Bola2"	"BOLA2"
"16769"	"Cnep1r1"	"CNEP1R1"
"16770"	"Sgo2b"	"SGO2"
"16771"	"Hdac1"	"HDAC1"
"16772"	"Prr29"	"PRR29"
"16773"	"Npr2"	"NPR2"
"16774"	"Dmbx1"	"DMBX1"
"16775"	"Caps2"	"CAPS2"
"16776"	"Adcy3"	"ADCY3"
"16777"	"Atp1b3"	"ATP1B3"
"16778"	"Fxn"	"FXN"
"16779"	"Dpep1"	"DPEP1"
"16780"	"Syt6"	"SYT6"
"16781"	"Cmss1"	"CMSS1"
"16782"	"Gm5039"	"EIF1AX"
"16783"	"Ybx3"	"YBX3"
"16784"	"Cmtm3"	"CMTM3"
"16785"	"G6pc"	"G6PC"
"16786"	"Tnpo1"	"TNPO1"
"16787"	"Ccdc92"	"CCDC92"
"16788"	"Kctd3"	"KCTD3"
"16789"	"Kif13b"	"KIF13B"
"16790"	"Muc4"	"MUC4"
"16791"	"Ermn"	"ERMN"
"16792"	"Snora28"	"SNORA28"
"16793"	"Rps6ka4"	"RPS6KA4"
"16794"	"Apex2"	"APEX2"
"16795"	"Coq2"	"COQ2"
"16796"	"Dcaf6"	"DCAF6"
"16797"	"Olfr288"	"OR10AD1"
"16798"	"Ssh3"	"SSH3"
"16799"	"Polr2g"	"POLR2G"
"16800"	"Nr1i3"	"NR1I3"
"16801"	"Eif2s1"	"EIF2S1"
"16802"	"Tmem221"	"TMEM221"
"16803"	"Htr2b"	"HTR2B"
"16804"	"Mrpl58"	"MRPL58"
"16805"	"Katnb1"	"KATNB1"
"16806"	"Oas1a"	"OAS1"
"16807"	"Rrad"	"RRAD"
"16808"	"Lrp1"	"LRP1"
"16809"	"Mphosph9"	"MPHOSPH9"
"16810"	"Nr1h2"	"NR1H2"
"16811"	"Atp2c1"	"ATP2C1"
"16812"	"Gm11437"	"C17orf78"
"16813"	"Txnrd3"	"TXNRD3"
"16814"	"Cyp2d34"	"CYP2D6"
"16815"	"Piga"	"PIGA"
"16816"	"Zfp148"	"ZNF148"
"16817"	"Ctf1"	"CTF1"
"16818"	"Per2"	"PER2"
"16819"	"Fbxl14"	"FBXL14"
"16820"	"Umps"	"UMPS"
"16821"	"Pomc"	"POMC"
"16822"	"Ssr3"	"SSR3"
"16823"	"Cox7a2"	"COX7A2"
"16824"	"Asb9"	"ASB9"
"16825"	"Abtb1"	"ABTB1"
"16826"	"Nptx1"	"NPTX1"
"16827"	"Hint2"	"HINT2"
"16828"	"Acp7"	"ACP7"
"16829"	"Pdpr"	"PDPR"
"16830"	"Atic"	"ATIC"
"16831"	"Cbfb"	"CBFB"
"16832"	"Slc30a8"	"SLC30A8"
"16833"	"Sec14l1"	"SEC14L1"
"16834"	"Jade2"	"JADE2"
"16835"	"Triqk"	"TRIQK"
"16836"	"Tex11"	"TEX11"
"16837"	"Plk3"	"PLK3"
"16838"	"Tmem132b"	"TMEM132B"
"16839"	"Fbxo30"	"FBXO30"
"16840"	"Trpv4"	"TRPV4"
"16841"	"Nup54"	"NUP54"
"16842"	"Usp4"	"USP4"
"16843"	"Pard3b"	"PARD3B"
"16844"	"Zfp395"	"ZNF395"
"16845"	"Ctdsp1"	"CTDSP1"
"16846"	"Tinf2"	"TINF2"
"16847"	"Rabl2"	"RABL2B"
"16848"	"Ccdc150"	"CCDC150"
"16849"	"Gpx3"	"GPX3"
"16850"	"Alas2"	"ALAS2"
"16851"	"Awat2"	"AWAT2"
"16852"	"Etaa1"	"ETAA1"
"16853"	"Sp110"	"SP110"
"16854"	"Lrrn2"	"LRRN2"
"16855"	"Cmtr2"	"CMTR2"
"16856"	"Vat1"	"VAT1"
"16857"	"Pask"	"PASK"
"16858"	"Iqck"	"IQCK"
"16859"	"Milr1"	"MILR1"
"16860"	"Pebp4"	"PEBP4"
"16861"	"Slc16a5"	"SLC16A5"
"16862"	"Actg2"	"ACTG2"
"16863"	"Gal3st2b"	"GAL3ST2"
"16864"	"Rpgr"	"RPGR"
"16865"	"Hbp1"	"HBP1"
"16866"	"Tspan3"	"TSPAN3"
"16867"	"Nicn1"	"NICN1"
"16868"	"Sil1"	"SIL1"
"16869"	"Calm3"	"CALM3"
"16870"	"Nxf2"	"NXF5"
"16871"	"Nxf2"	"NXF2"
"16872"	"Nxf2"	"NXF2B"
"16873"	"Arhgap31"	"ARHGAP31"
"16874"	"Zbtb45"	"ZBTB45"
"16875"	"Ccndbp1"	"CCNDBP1"
"16876"	"Aoc3"	"AOC3"
"16877"	"Zfp575"	"ZNF575"
"16878"	"Asb6"	"ASB6"
"16879"	"Col12a1"	"COL12A1"
"16880"	"Necab1"	"NECAB1"
"16881"	"Rabif"	"RABIF"
"16882"	"Snx4"	"SNX4"
"16883"	"Lax1"	"LAX1"
"16884"	"Mfsd6l"	"MFSD6L"
"16885"	"Pde8b"	"PDE8B"
"16886"	"Cirbp"	"CIRBP"
"16887"	"C330007P06Rik"	"CXorf56"
"16888"	"Aggf1"	"AGGF1"
"16889"	"Washc3"	"WASHC3"
"16890"	"Foxr2"	"FOXR2"
"16891"	"Gprc5b"	"GPRC5B"
"16892"	"Pomt1"	"POMT1"
"16893"	"Bglap3"	"BGLAP"
"16894"	"Rflna"	"RFLNA"
"16895"	"Kif15"	"KIF15"
"16896"	"Pik3cg"	"PIK3CG"
"16897"	"Ccne2"	"CCNE2"
"16898"	"Kctd18"	"KCTD18"
"16899"	"Tmem150a"	"TMEM150A"
"16900"	"Mllt3"	"MLLT3"
"16901"	"Atxn1l"	"ATXN1L"
"16902"	"Tro"	"TRO"
"16903"	"Rabl3"	"RABL3"
"16904"	"Rnf169"	"RNF169"
"16905"	"Mmp27"	"MMP27"
"16906"	"Cphx1"	"CPHXL"
"16907"	"Pabpc4l"	"PABPC4L"
"16908"	"Mvb12a"	"MVB12A"
"16909"	"Styk1"	"STYK1"
"16910"	"D230025D16Rik"	"C16orf70"
"16911"	"Klf10"	"KLF10"
"16912"	"Hemk1"	"HEMK1"
"16913"	"Oit3"	"OIT3"
"16914"	"Lrrc3c"	"LRRC3C"
"16915"	"Ikbke"	"IKBKE"
"16916"	"Spdye4a"	"SPDYE3"
"16917"	"Spdye4a"	"SPDYE1"
"16918"	"Spdye4a"	"SPDYE4"
"16919"	"Spdye4a"	"SPDYE6"
"16920"	"Smg9"	"SMG9"
"16921"	"Mixl1"	"MIXL1"
"16922"	"Tas2r114"	"TAS2R10"
"16923"	"Hs3st3b1"	"HS3ST3B1"
"16924"	"Tceal6"	"TCEAL6"
"16925"	"Nqo1"	"NQO1"
"16926"	"Nudt7"	"NUDT7"
"16927"	"Ctrb1"	"CTRB2"
"16928"	"Ctrb1"	"CTRB1"
"16929"	"Preb"	"PREB"
"16930"	"Actbl2"	"ACTBL2"
"16931"	"Evi5l"	"EVI5L"
"16932"	"Cuedc1"	"CUEDC1"
"16933"	"Wnt5b"	"WNT5B"
"16934"	"Gas2l3"	"GAS2L3"
"16935"	"Gm19402"	"KRTAP4-5"
"16936"	"Gm19402"	"KRTAP9-1"
"16937"	"Cr1l"	"CR1"
"16938"	"Tmcc1"	"TMCC1"
"16939"	"Izumo2"	"IZUMO2"
"16940"	"Slco1c1"	"SLCO1C1"
"16941"	"Chst4"	"CHST4"
"16942"	"Nras"	"NRAS"
"16943"	"Abhd3"	"ABHD3"
"16944"	"D430042O09Rik"	"KIAA0556"
"16945"	"Chkb"	"CHKB-CPT1B"
"16946"	"Chkb"	"CHKB"
"16947"	"Gal3st2c"	"GAL3ST2"
"16948"	"Ccpg1os"	"C15orf65"
"16949"	"Csnk2a2"	"CSNK2A2"
"16950"	"Slc27a5"	"SLC27A5"
"16951"	"Dctn1"	"DCTN1"
"16952"	"Cog8"	"COG8"
"16953"	"Ptger2"	"PTGER2"
"16954"	"Atxn2l"	"ATXN2L"
"16955"	"1110059G10Rik"	"KIAA1143"
"16956"	"Cd80"	"CD80"
"16957"	"Otud6b"	"OTUD6B"
"16958"	"Glipr1"	"GLIPR1"
"16959"	"Fbxw24"	"FBXW12"
"16960"	"Lrrc34"	"LRRC34"
"16961"	"Icos"	"ICOS"
"16962"	"Pls1"	"PLS1"
"16963"	"Tmem62"	"TMEM62"
"16964"	"Rcn3"	"RCN3"
"16965"	"Acmsd"	"ACMSD"
"16966"	"Pde6b"	"PDE6B"
"16967"	"Eea1"	"EEA1"
"16968"	"Pfdn6"	"PFDN6"
"16969"	"Zc3h18"	"ZC3H18"
"16970"	"Eif2d"	"EIF2D"
"16971"	"Tmem25"	"TMEM25"
"16972"	"Krt23"	"KRT23"
"16973"	"Megf9"	"MEGF9"
"16974"	"Ncor2"	"NCOR2"
"16975"	"Arl16"	"ARL16"
"16976"	"Zfp750"	"ZNF750"
"16977"	"Ece1"	"ECE1"
"16978"	"Fgd6"	"FGD6"
"16979"	"Mdm1"	"MDM1"
"16980"	"Xxylt1"	"XXYLT1"
"16981"	"Kctd2"	"KCTD2"
"16982"	"Igsf11"	"IGSF11"
"16983"	"Mlph"	"MLPH"
"16984"	"Gga3"	"GGA3"
"16985"	"Pla1a"	"PLA1A"
"16986"	"Spred2"	"SPRED2"
"16987"	"Fbxo40"	"FBXO40"
"16988"	"Ccl7"	"CCL7"
"16989"	"Cep83"	"CEP83"
"16990"	"Igfl3"	"IGFL4"
"16991"	"Ppfia2"	"PPFIA2"
"16992"	"Ankzf1"	"ANKZF1"
"16993"	"Fahd1"	"FAHD1"
"16994"	"Foxk2"	"FOXK2"
"16995"	"Rbmx2"	"RBMX2"
"16996"	"Hsd17b2"	"HSD17B2"
"16997"	"Bin3"	"BIN3"
"16998"	"Zg16"	"ZG16"
"16999"	"F2r"	"F2R"
"17000"	"Cdh13"	"CDH13"
"17001"	"Pgm3"	"PGM3"
"17002"	"Celsr3"	"CELSR3"
"17003"	"Zc3hc1"	"ZC3HC1"
"17004"	"Gata6"	"GATA6"
"17005"	"Cdk5rap1"	"CDK5RAP1"
"17006"	"A730046J19Rik"	"SERTM2"
"17007"	"Suclg2"	"SUCLG2"
"17008"	"Git2"	"GIT2"
"17009"	"Timm17a"	"TIMM17A"
"17010"	"Usp51"	"USP51"
"17011"	"Ammecr1"	"AMMECR1"
"17012"	"Krt28"	"KRT28"
"17013"	"Abhd12b"	"ABHD12B"
"17014"	"Mzf1"	"MZF1"
"17015"	"Kcnt1"	"KCNT1"
"17016"	"Barx2"	"BARX2"
"17017"	"Ren1"	"REN"
"17018"	"Cpsf4l"	"CPSF4L"
"17019"	"Gps1"	"GPS1"
"17020"	"Scx"	"SCX"
"17021"	"Rnf4"	"RNF4"
"17022"	"Ugt1a7c"	"UGT1A6"
"17023"	"Cldn18"	"CLDN18"
"17024"	"Zbtb33"	"ZBTB33"
"17025"	"Zbtb8a"	"ZBTB8A"
"17026"	"Rps6ka3"	"RPS6KA3"
"17027"	"Popdc2"	"POPDC2"
"17028"	"Tyw5"	"TYW5"
"17029"	"Tpra1"	"TPRA1"
"17030"	"Fmn2"	"FMN2"
"17031"	"Dlx4"	"DLX4"
"17032"	"Tnfaip1"	"TNFAIP1"
"17033"	"Eef2kmt"	"FAM86B1"
"17034"	"Eef2kmt"	"FAM86B2"
"17035"	"Ssxa1"	"SSX7"
"17036"	"Ssxa1"	"SSX2"
"17037"	"Ssxa1"	"SSX2B"
"17038"	"Brinp1"	"BRINP1"
"17039"	"Foxp4"	"FOXP4"
"17040"	"Osgin1"	"OSGIN1"
"17041"	"Pllp"	"PLLP"
"17042"	"Rnf220"	"RNF220"
"17043"	"Meiob"	"MEIOB"
"17044"	"Sdsl"	"SDSL"
"17045"	"Mcm4"	"MCM4"
"17046"	"Slc34a2"	"SLC34A2"
"17047"	"Pcbp3"	"PCBP3"
"17048"	"Sept6"	"SEPTIN6"
"17049"	"Haao"	"HAAO"
"17050"	"Slc2a8"	"SLC2A8"
"17051"	"Sdr9c7"	"SDR9C7"
"17052"	"Slc25a44"	"SLC25A44"
"17053"	"Ddn"	"DDN"
"17054"	"Yap1"	"YAP1"
"17055"	"Emilin3"	"EMILIN3"
"17056"	"Foxj1"	"FOXJ1"
"17057"	"Irx6"	"IRX6"
"17058"	"Tspan10"	"TSPAN10"
"17059"	"Hnrnpu"	"HNRNPU"
"17060"	"Hip1r"	"HIP1R"
"17061"	"Ahcyl1"	"AHCYL1"
"17062"	"Cldn17"	"CLDN17"
"17063"	"Tspyl2"	"TSPYL2"
"17064"	"Arl5a"	"ARL5A"
"17065"	"Cd200r4"	"CD200R1"
"17066"	"Oplah"	"OPLAH"
"17067"	"Efcc1"	"EFCC1"
"17068"	"H2-Ke6"	"HSD17B8"
"17069"	"Arhgef9"	"ARHGEF9"
"17070"	"Yod1"	"YOD1"
"17071"	"Rdh16"	"RDH16"
"17072"	"Ces2g"	"CES2"
"17073"	"Ccdc71l"	"CCDC71L"
"17074"	"Nfkbiz"	"NFKBIZ"
"17075"	"Skil"	"SKIL"
"17076"	"Rad54l"	"RAD54L"
"17077"	"Proz"	"PROZ"
"17078"	"Plk2"	"PLK2"
"17079"	"Dalrd3"	"DALRD3"
"17080"	"Rassf3"	"RASSF3"
"17081"	"Chchd2"	"CHCHD2"
"17082"	"Rce1"	"RCE1"
"17083"	"Twf2"	"TWF2"
"17084"	"Rwdd2a"	"RWDD2A"
"17085"	"Tiparp"	"TIPARP"
"17086"	"Ndst1"	"NDST1"
"17087"	"Acaca"	"ACACA"
"17088"	"Ncald"	"NCALD"
"17089"	"Tmem183a"	"TMEM183A"
"17090"	"Dock7"	"DOCK7"
"17091"	"Slk"	"SLK"
"17092"	"Ppp4r1"	"PPP4R1"
"17093"	"Cdk2ap1"	"CDK2AP1"
"17094"	"Cds1"	"CDS1"
"17095"	"B3galt4"	"B3GALT4"
"17096"	"Zfp830"	"ZNF830"
"17097"	"2610507B11Rik"	"KIAA0100"
"17098"	"Arl9"	"ARL9"
"17099"	"Snora65"	"SNORA65"
"17100"	"Best3"	"BEST3"
"17101"	"Gfra1"	"GFRA1"
"17102"	"Glt1d1"	"GLT1D1"
"17103"	"Tnfrsf11b"	"TNFRSF11B"
"17104"	"Filip1l"	"FILIP1L"
"17105"	"Puf60"	"PUF60"
"17106"	"Eef1a2"	"EEF1A2"
"17107"	"Srsf9"	"SRSF9"
"17108"	"Iqcj"	"IQCJ"
"17109"	"Cfap20"	"CFAP20"
"17110"	"Nmnat3"	"NMNAT3"
"17111"	"Gpr182"	"GPR182"
"17112"	"Alas1"	"ALAS1"
"17113"	"Ppm1l"	"PPM1L"
"17114"	"Birc2"	"BIRC2"
"17115"	"Hnmt"	"HNMT"
"17116"	"Wdr45b"	"WDR45B"
"17117"	"Brwd3"	"BRWD3"
"17118"	"Itm2c"	"ITM2C"
"17119"	"Gapt"	"GAPT"
"17120"	"Cenpm"	"CENPM"
"17121"	"Dmtf1"	"DMTF1"
"17122"	"Klk1b22"	"KLK3"
"17123"	"Mmab"	"MMAB"
"17124"	"Nron"	"NRON"
"17125"	"Cbx2"	"CBX2"
"17126"	"Cd209e"	"CD209"
"17127"	"N4bp1"	"N4BP1"
"17128"	"Pan2"	"PAN2"
"17129"	"Slc52a2"	"SLC52A2"
"17130"	"Mvk"	"MVK"
"17131"	"Med13"	"MED13"
"17132"	"Amot"	"AMOT"
"17133"	"Cntnap4"	"CNTNAP4"
"17134"	"Gmps"	"GMPS"
"17135"	"Iqsec2"	"IQSEC2"
"17136"	"Tanc1"	"TANC1"
"17137"	"Golim4"	"GOLIM4"
"17138"	"Aldh1l1"	"ALDH1L1"
"17139"	"Zfp408"	"ZNF408"
"17140"	"Hba-a2"	"HBA2"
"17141"	"Hba-a2"	"HBA1"
"17142"	"Mob3c"	"MOB3C"
"17143"	"Scaf4"	"SCAF4"
"17144"	"Gp5"	"GP5"
"17145"	"Srebf2"	"SREBF2"
"17146"	"Nlrc5"	"NLRC5"
"17147"	"Zbtb39"	"ZBTB39"
"17148"	"Gpr137c"	"GPR137C"
"17149"	"Tex19.2"	"TEX19"
"17150"	"Ddx42"	"DDX42"
"17151"	"Coil"	"COIL"
"17152"	"Rab24"	"RAB24"
"17153"	"Med29"	"MED29"
"17154"	"6430571L13Rik"	"C3orf18"
"17155"	"Acap2"	"ACAP2"
"17156"	"Csde1"	"CSDE1"
"17157"	"Slc7a14"	"SLC7A14"
"17158"	"Pcdh10"	"PCDH10"
"17159"	"Adgrg3"	"ADGRG3"
"17160"	"Grtp1"	"GRTP1"
"17161"	"Mlkl"	"MLKL"
"17162"	"Fam43a"	"FAM43A"
"17163"	"Dr1"	"DR1"
"17164"	"Ank1"	"ANK1"
"17165"	"Upk1b"	"UPK1B"
"17166"	"Denr"	"DENR"
"17167"	"Vwa2"	"VWA2"
"17168"	"Map3k3"	"MAP3K3"
"17169"	"Gap43"	"GAP43"
"17170"	"Gpr107"	"GPR107"
"17171"	"Gpr39"	"GPR39"
"17172"	"Arsk"	"ARSK"
"17173"	"Ell2"	"ELL2"
"17174"	"Tmcc2"	"TMCC2"
"17175"	"Mtpap"	"MTPAP"
"17176"	"Aste1"	"ASTE1"
"17177"	"Trim25"	"TRIM25"
"17178"	"Plxnb1"	"PLXNB1"
"17179"	"Ccdc182"	"CCDC182"
"17180"	"Adcy7"	"ADCY7"
"17181"	"Cpsf1"	"CPSF1"
"17182"	"St6galnac1"	"ST6GALNAC1"
"17183"	"Uqcrb"	"UQCRB"
"17184"	"Hectd3"	"HECTD3"
"17185"	"Klhl30"	"KLHL30"
"17186"	"Stx5a"	"STX5"
"17187"	"Nkap"	"NKAP"
"17188"	"Ccl4"	"CCL4L2"
"17189"	"Zfand1"	"ZFAND1"
"17190"	"Tmem186"	"TMEM186"
"17191"	"Gsdmc3"	"GSDMC"
"17192"	"Rpf2"	"RPF2"
"17193"	"Ccl22"	"CCL22"
"17194"	"Cox20"	"COX20"
"17195"	"Shq1"	"SHQ1"
"17196"	"Gsdmc2"	"GSDMC"
"17197"	"Krt25"	"KRT25"
"17198"	"B230219D22Rik"	"C5orf24"
"17199"	"Nlgn3"	"NLGN3"
"17200"	"Asb1"	"ASB1"
"17201"	"Ube4a"	"UBE4A"
"17202"	"Nbeal2"	"NBEAL2"
"17203"	"Armc7"	"ARMC7"
"17204"	"Rxrb"	"RXRB"
"17205"	"Elavl1"	"ELAVL1"
"17206"	"Oxsr1"	"OXSR1"
"17207"	"Mc1r"	"MC1R"
"17208"	"Trafd1"	"TRAFD1"
"17209"	"Arcn1"	"ARCN1"
"17210"	"Golgb1"	"GOLGB1"
"17211"	"Gm27021"	"C16orf74"
"17212"	"Dnase1l2"	"DNASE1L2"
"17213"	"Ccdc113"	"CCDC113"
"17214"	"Hprt"	"HPRT1"
"17215"	"Meis1"	"MEIS1"
"17216"	"Agap1"	"AGAP1"
"17217"	"Iws1"	"IWS1"
"17218"	"Wdr33"	"WDR33"
"17219"	"Arpp19"	"ARPP19"
"17220"	"Ctse"	"CTSE"
"17221"	"Slmap"	"SLMAP"
"17222"	"Fmo4"	"FMO4"
"17223"	"Atg9a"	"ATG9A"
"17224"	"Spata9"	"SPATA9"
"17225"	"Nfix"	"NFIX"
"17226"	"Stfa3"	"CSTA"
"17227"	"Ddx17"	"DDX17"
"17228"	"Lypd3"	"LYPD3"
"17229"	"Trp53rka"	"TP53RK"
"17230"	"Tcf23"	"TCF23"
"17231"	"Ackr3"	"ACKR3"
"17232"	"Mboat7"	"MBOAT7"
"17233"	"Cox4i1"	"COX4I1"
"17234"	"Myo1b"	"MYO1B"
"17235"	"Ptp4a3"	"PTP4A3"
"17236"	"Krt10"	"KRT10"
"17237"	"Uhrf1bp1l"	"UHRF1BP1L"
"17238"	"E2f8"	"E2F8"
"17239"	"Spata31"	"SPATA31A3"
"17240"	"Pglyrp1"	"PGLYRP1"
"17241"	"Cops2"	"COPS2"
"17242"	"Six3"	"SIX3"
"17243"	"Ky"	"KY"
"17244"	"Ablim1"	"ABLIM1"
